1999,4.364226925072494,4.884081211852082,4.142745013424537,5.831142237787961,1.688397224363424,4.9690852754,3.3730601401347835,7.189450504997012
2000,4.999999936002577,5.117037826103817,4.395285707763729,6.06420990101856,1.6689241932548313,5.2502533501,3.532887823249422,7.543165135502602
2001,4.20176626069605,5.261463421118308,4.259621937657101,6.640787203871012,2.3811652662139107,5.4351092372,3.3955900828335617,7.757359628911426
2002,4.096552842066946,5.045986045117895,4.113089555796832,6.289024308882799,2.1759347530859667,5.1772919049,3.2146733892440214,7.440703197831051
2003,4.000000000000001,4.5880263416683045,3.98850927177814,5.612488327133255,1.6239790553551146,4.9387703319,3.3888674941286507,7.35589933182473
2004,3.9999999993240563,4.706659350948661,3.9504557454148377,6.3072516101179845,2.356795864703147,5.0682923969,3.2072812132499,7.610337099060645
2005,4.037261797795167,5.139048230224335,4.226623232293233,6.137802666452402,1.9111794341591697,5.2460015156,3.5292450968643916,7.12441338625153
2006,4.000000000000001,4.5321044942879025,3.9334300851836415,5.54069681730175,1.6072667321181089,4.8146916555,3.2982089216544908,7.127793564171949
2007,4.99415111307181,4.747360977493593,4.2027430100919485,5.23071102382328,1.0279680137313312,4.6964369068,3.4294256170170305,5.880998798088051
2008,3.999999998408499,4.422132138333248,3.78939561765196,6.368707497569485,2.5793118799175248,5.0867563711,3.055641382629129,7.383721372976874
2009,4.999999993768272,5.668555118454903,4.758602585633392,6.7812984098151805,2.0226958241817883,5.7254960725,3.75613204647289,7.7719689122961775
2010,6.000000000000001,5.447415801097744,4.296823473793629,6.093531051377506,1.7967075775838772,5.2399635082,3.5610581314272522,6.743559398636809
2011,3.9999999583405748,4.918577799172281,3.859965148465667,6.537088114383708,2.6771229659180404,5.1545599852,2.993905056834526,7.56977756003301
2012,4.000000000000001,4.506962338182177,3.915379551864671,5.611031787890959,1.6956522360262882,4.8589197448,3.286440476264544,7.355538353248609
2013,4.623786374409025,4.893767727681945,4.130487436383941,5.812286790435718,1.681799354051777,5.0204176655,3.2539345522987193,7.352010583402209
2014,4.999999999911253,5.20745222633405,4.508530367186728,6.078223623084854,1.5696932558981267,5.4248435159,3.698602829481585,7.550506021938861
2015,5.000000000000001,5.254534241985865,4.706760786889771,6.451160764293146,1.7443999774033747,5.6078602177,4.002495085838141,7.875246042962306
2016,4.984272112167386,4.902070283446327,4.346576959497055,5.49226247534002,1.145685515842965,5.0744465672,3.663821175601672,7.349587095909616
2017,4.999999974076565,5.419654661881243,4.7202034005238245,6.503640537377075,1.7834371368532507,5.6318658916,3.8752220599737255,8.026880459999678
2018,5.000000000000002,5.008348412866158,4.536377679983239,5.515229387549121,0.978851707565882,5.1017577502,3.8590669058777762,6.846708681178864
2019,4.98541441330395,5.468825112009475,4.610211662564415,6.95740025860344,2.3471885960390244,5.777043252,3.767929882327958,8.204481794142099
2020,6.1894986894202075,5.839311626344679,4.735285981327391,6.577686025962399,1.8424000446350082,5.6597331522,3.723699186950868,7.3121657231854575
